id,Sci-Fi,Crime,Romance,Animation,Music,Comedy,War,Horror,Film-Noir,Adventure,News,Western,Thriller,Adult,Mystery,Short,Talk-Show,Drama,Action,Documentary,Musical,History,Family,Reality-TV,Fantasy,Game-Show,Sport,Biography,title-text
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,_20th Century with Mike Wallace_ (1995) Gloria is a normal neither rich nor poor girl although very amusing and intelligent When beginning the series she has just left an employment to enter to work as scholarship holder in an important portal of Internet There she knows Miguel and she is been captivated of their enthusiasm their natural charm their idealism and of course their physical attractiveness Miguel places in the web an idealistic and controversial article that takes him to face with the director of the company works Miguel is said goodbye to so he decides to create his own portal of Internet for which claims the collaboration of his partners Only Gloria decides to accompany him Gloria makes it for love because it has been made illusions with Miguel So she is ruined when discovering that he has a girlfriend Natalia Gloria has given up a stable and promising employment for anything
52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,_21 Jump Street_ (1987) Television news journalist Mike Wallace hosts this hour-long series taking a look back at some of the most important historic events and issues of the 20th century from the civil rights movement to the World Wars to the war against tobacco companies
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,_21st Century Terror_ (2006) This documentary aired as a TV series details the creation of Channel 4s updated version of Shakespeares Twelfth Night Including interviews with the director and cast comparisons with previous adaptations of the Bards works and behind-the-scenes looks at the making of this TV movie which intertwines classic literature with the modern-day issues of interracial romance and the plight of asylum-seekers in Europe
54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_227_ (1985) Ten part series on terrorism focusing on Islamic extremism from its early roots through the current conflict with the West Two of the 10 parts are taken from earlier run theatrically released documentary Inside 911 screened again with 8 new documentary hours as part of National Geographic Terrorism Week Reign of Terror Al Qaeda and the World Islamic Front for Jihad
55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,_24_ (2001) For this young family their dining room has become a dysfunctional dumping ground of stuff Angelo comes to the rescue with a dining room redo sure to meet everyones needs With the help of design team members Kimberly Pollard and Russ Hemmis these projects are going to seem easy enough for you to try at home
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,_24_7 Chicago_ (2008) Jack and Renee try to find a sniper after the death of a witness Tony Almeidas terrorist cell gains control of the air traffic control system Henry Taylor makes an off the books visit to confront his sons girlfriend President Taylor continues to lay the ground work for a preventive operation in Sangala
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,_24_7_ Airport_ (2002) Marcus is talking sex in Chicago with Oprahs go-to girl Doctor Laura Berman Were then getting wine tips from master sommelier Serafin Alvarado Join us as we travel to Napa California to uncover three premier wineries and learn where to find these savory wines right here in Chicago Back in the Windy City well learn how to pair our Napa wines with the perfect dish Were discovering the perfect place to vacation at The Westin Verasa
58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_240-Robert_ (1979) Behind the scenes at John F Kennedy International Airport Completed only months before 9112001 247 Airport is a rare award-winning look at the inner workings of the famous airport from the Tarmack to the Control Tower that has been called the Ellis Island of the Space Age Made in full participation with the Port Autority Of New York  New Jersey this fast paced film details many of the arduous and often dangerous tasks facing the thousands of men and women whose job it is to keep one of the worlds busiest international airports operating smoothly - 24 hours a day 7 days a week Through sunny skies and three New York sized blizzards DirectorCinematographer Neil Barrett and ProducerCinematographer Chapin Wilson go behind the scenes where few cameras have been before or since
59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,_24_ Conspiracy_ (2005) 240-ROBERT followed the exploits of the Los Angeles County Sheriffs Department Emergency Services Detail Utilizing helicopters boats and a customized Ford Bronco the team managed to extract hapless citizens from various dangerous situations The series was based on the real life 240 unit of the Sheriffs Department
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,_26 N_ Halsted_ (2000) This spin-off of the television show 24 seen only on cell phones was a promotional tool for season four of the hit show The events take place at a CTU in Washington DC CTU agent Martin Kail is called in to investigate when former lover and fellow CTU agent Susan Walker kills a DOD official
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,_26000 gezichten_ (2004) 26 N Halsted is a 30-minute issue responsive public affairs program designed to address discuss and disseminate information relevant to Chicago and its communities It is our goal to conduct thought-provoking discussions that directly and indirectly affect you and your neighborhoods Our panel is made up of both prominent community members who are recognized experts in the given issue being discussed as well as the average man on the street who these issues affect If you are looking for a program for by and about Chicagoans  26 N Halsted is your one stop shop for information
62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_3 bogatyrya_ (2002) 26000 gezichten 26000 faces is an initiative of a 100 Dutch Filmmakers who question the expel of a huge group of long term staying asylum seekers in the Netherlands The goal is to make personal cinematic portraits of this unfortunate group of people for daily broadcasting on national TV Harry tells the story of Abdikarim After war fear and captivity this Somalian young man now has to leave again from Holland
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,_3 i m_s_ (2006) 3 Day Weekend brings viewers the luxurious spas beautiful bed and breakfasts historical sites and breathtaking scenery that make the South unique 3 Day Weekend is the definitive guide on where to go where to stay and what to do for the most fun relaxation and great memories a long weekend can offer
64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_3 Non-Blondes_ (2003) Erica Lund a young girl is admitted to Hanso Neuro as shes been experiencing violent seizures However shes refusing to have surgery because she has euphoric moments before each episode Elsewhere patient Matt Ketchum is being treated for a traumatic head wound that causes him to blurt out his most intimate thoughts
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,_3_s a Crowd_ (1979) Gary Reich the man who started the hidden-camera careers of Sacha Baron Cohen Da Ali G Show and Dom Joly Trigger Happy TV has found three women to take to the streets and carry the genre just that little bit further Nothing is sacred and no-one is safe
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,_3-2-1 Contact_ (1980) Who knows a man better his wife or his secretary This Chuck Barris game show sought to resolve the age-old question Points were awarded based on how a male contestants wife and secretary answered usually risque questions The winning team either the wives or the secretaries split a 1000 cash prize
67,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_3-South_ (2002) Jason gets a time machine But he doesnt want to listen to the advice from his elders on how to make it work Because of a glitch they crash land on a planet populated by three old Penguins who just like to dole out unsolicited advice Then they all realize that Jasons time machine did work and these old penguins are Midgel Fidgel and Zidgel in future form Plus the old guys because of their experience are the only ones who know how to repair the ship and the time machine Its a lesson in listening to your elders
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,_30 Days _Til I_m Famous_ (2008) The adventures of two irresponsible freshmen Sanford and Del who are forced to live with an uptight pre-med student Joe Hapless high school buddies Sanford and Del arrive at the third-rate Barder College oblivious to what higher education is all about
69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_30 Days of Night_ Blood Trails_ (2007) What is it to be a superstar We suspect its not at all what you think it is All of us at some time or another come to a point our lives where we need to choose what path to go down In many respects its like standing in front of a bridge - a bridge in life sort-of-speak But if your goal in crossing that bridge is to become a superstar on the other side youre going to find that in crossing it youre going to be on your own that none of your friends are going to dare to go with you and that when you get to the other side youre going to lose control and the only thing you will know is that everything you know will do you no good from thereon Everything on the other side of that bridge is new and the choice is yours to make your world beautiful    or to make it crap The choice is yours and yours alone Our story follows the journeys of three different musical groups as they aspire to ascend toward superstardom One of the groups is poor and living in the ghetto and they are the victims of abusive relationships and broken families Another group is a typical suburban garage band supported by friends and a family who loves them and cares about their dreams The third group is filthy rich - and while it would seem the rich guys could simply buy their way to the top the reality is that the one thing they want more than anything in life can not be bought Now while all of these groups of musicians come from vastly diverse backgrounds and have completely different motivations for wanting to become famous underneath it all they are all the same they just dont know it yet All of them are going to cross the same bridge and on the other side all of them will face choices and all of them will have the opportunity to turn their new world into something beautiful    or to let it turn into crap The choice is theirs and theirs alone We are going to find in our story that some people - no matter how talented they may be - simply do not deserve to be famous For you can fight to make it to the top and you can struggle to get away from where youve come from    but when you get to the end of your journey and you find yourself looking into the mirror expecting to see a superstar facing back at you youre going to see the truth Youre going to see more clearly than ever before all the places where youve been and all the people youve tried so hard to get away from    and youre going to realize that nothing has changed Nothing but you You are somebody else now And for the first time in your life - if you are the true superstar - you will be able to see beauty in everything around you Youll see it in the toughest and least likely of places And you will fly
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,_30 for 30_ (2009) 30 DAYS OF NIGHT BLOOD TRAILS is based on the New Orleans storyline from the original graphic novel by Steve Niles 30 DAYS OF NIGHT BLOOD TRAILS follows George a young addict who makes a living seeking covert information for Judith the weary but wise New Orleans vampire hunter Ready for change George plans to score one final job so he can leave town but finds the road to salvation quickly crumbling when his contacts start turning up dead Now George must dodge vampires while navigating the harsh underbelly of New Orleans to get his last payday and make it out alive
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,_30 for 30_ (2009) _Kings Ransom (_1_1)_ Do you remember where you were on June 17 1994 Thanks to a wide array of unrelated coast-to-coast occurrences this Friday has come to be known for its firsts lasts triumphs and tragedy Arnold Palmer played his last round at a US Open in Oakmont Pa the FIFA World Cup kicked off in Chicago the Rangers celebrated on Broadway Patrick Ewing desperately pursued a long evasive championship in the Garden and Donald Fehr stared down the baseball owners And yet all of that was a prelude to OJ Simpson leading America on a slow speed chase in a white Ford Bronco around Los Angeles
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,_30 Seconds to Fame_ (2002) Liz makes the staff work on Valentines Day all night long While Liz gets flowers and she doesnt know who send them to her Pete forgets about the Valentines Day which is also his wifes birthday Jack meets with Bianca to make their divorce final To celebrate that he is divorced Jack goes with Tracy into a bar but Tracy has to leave because he wants to spend time with his wife Jenna has got the feeling that Frank doesnt like her which turns out to be true when he tells her so Meanwhile the staff tries to talk Kenneth into hooking up with Cerie
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,_30 segundos_ (2004) 30 Seconds to Fame is a fast-paced competitive talent show hosted by Craig J Jackson Each half-hour episode will pit approximately 24 acts of diverse talents in 2 rounds of competition Each round will allow acts up to 30 seconds in which to display their talent for the audience After the first round the audience will decide which 3 acts advance to the second round Following the second round the audience will vote for the winner of the 25000 weekly prize In this fast-paced half hour both talented and not-so-talented contestants have 30 seconds to demonstrate a particular skill to the judges and a cynical studio audience At the end of each episode one lucky winner will take home 25000
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,_30x30_ Kid Flicks_ (2001) Thirty Seconds is a Docu Soap that registers the daily work at a fire station using a language that mixes documentary and reality A production crew complete with a camera and journal teams lives at a fire house ready to accompany aboard the fire truck firefighters to their next call
75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,_33 Brompton Place_ (1982) This is the Turner Classic Movies TCM cable channels 14th annual festival celebrating the Academy Awards From February 1 through March 2 each of the feature films and short subjects presented is a winner or nominee of at least one Academy Award This year in the prime timeovernight schedule 800pm to approximately 600am Eastern Time each day of the week focused on the films a particular decade or decades Films of the 1920s and 30s were shown on Mondays the 1940s on Tuesdays the 1950s on Wednesdays the 1960s on Thursdays the 1970s on Fridays the 1980s on Saturdays and the 1990s and 2000s on Sunday The daytime lineup featured minifestivals emphasizing various themes or showcasing the films of a particular actor or director February 1 focused on adventure films Feb 2 science fiction Feb 3 musicals Feb 4 biographies Feb 5 coming-of-age Feb 6 journalism Feb 7 from novel to film Feb 8 melodrama Feb 9 fantasy Feb 10 mystery Feb 11 politics Feb 12 New York Feb 13 Cary Grant qv Feb 14 love and kisses Feb 15 comedies Feb 16 Katharine Hepburn qv Feb 17 John Wayne I qv Feb 18 history Feb 19 westerns Feb 20 communists Feb 21 war movies Feb 22 sports Feb 23 Alfred Hitchcock I qv Feb 24 orphans Feb 25 crime Feb 26 small town life Feb 27 the high seas Feb 28 weddings Feb 29 courtroom dramas Mar 1 show business Mar 2 epics Several films had their TCM premiers during this festival including Wings 1927 qv the first winner of the Best Picture Oscar and Lord of the Rings The Return of the King The 2003 qv the 2003 winner
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,_360_ - Die GEO-Reportage_ (1999) _Peru - Delfine in Gefahr_ Three beautiful women occupy the penthouse apartment at 33 Brompton Place in the ritzy Near North Side of Chicago Patricia is a middle management editor for Foxxx Magazine an upscale mens publication in the Playboy tradition Robin works as a public relations councilor but the job is a front for her real occupation as an industrial spy Tony comes to Chicago from the city of Kitchener in Ontario with hopes of becoming a model The loves adventures and careers of these lovely women form the plot of 33 Brompton Place
77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_365gay News_ (2008) In Peru every year minimum 15000 Dolphins are slaughtered illegal for their meat The documentary shows how a German  Peruvian couple is working against it with the help of undercover researches and the environmental police Training the fishermen to tourist guides can help to solve the problem in the future
78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_3rd Rock from the Sun_ (1996) The leading source of LGBT news with daily short-form online pieces and a weekly show hosted by Emmy Award-Winning news anchor Ross Palombo Watch news from across the nation and around the world with a range of headlines for the LGBT community
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,_413 Hope St__ (1997) With a few of his colleagues Don confiscates the Solomons house so they can watch the neighborhood because they suspect one of the neighbors is a video pirate When a state criminal investigator takes over from Don and his gang Sally feels very attracted to this lieutenant Meanwhile Dick wants to know what its like to be young and while on a spring break holiday with Mary by chance meets his students and starts partying with them
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,_42_ (2007) 413 Hope Street is the physical address of a crisis center catering to inner city youth and their families The doctors surgeons psychologists and social workers work together to provide the best possible support to anyone walking in their door The show is a drama ranging in issues from a girl getting gonorrhea who had an affair with her father to a kid who repeatedly witnessed his cop-father abuse his mother to characters living up to the responsibility of caring for their infant children
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,_5 Seekers_ (2006) Five guys from different walks of life discuss five topics from breast feeding in public to how to snag a babe at the local pub See how these guys communicate with their significant others Find out who is the Purple Panty Bandit and who has never gotten any at all
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,_500 Nations_ (1995) Our human make up is such that everyone on the face of the planet longs to believe in something Freud called it the God-hole and never before has this hole been so wide and deep In Western culture today many people have lives that from the outside look complete - house family and career all in order but something is missing something truly spiritual calls to them 5 Seekers is a six-part realitydocumentary series that takes a small group of compelling characters on a journey to try and fill that hole Guided by host Ralph Benmergui our eager group of five women and men travel to some of the most spiritually attuned places in the world and come in close contact with new ideas great teachers and exciting experiences They also come in contact with some obscure and fringe practices that inspire irreverence amidst the reverence
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,_6_ Setzen - Das Wissensduell Gro_ gegen Klein_ (2007) 500 Nations is an eight part documentary which explores the history of the indigenous peoples of North and Central America from pre-Colombian times through the period of European contact and colonization to the end of the 19th century and the subjugation of the Plains Indians of North America 500 Nations relies on historical texts eyewitnesses accounts pictorial sources and computer graphic reconstructions to explore the magnificent civilizations which flourished prior to contact with Western civilization and to tell the dramatic and tragic story of the Native American nations desperate attempts to retain their way of life against overwhelming odds
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,_60 Minute Makeover_ (2004) There are 1 teacher the host 6 students children aged 8-10 years 3 socialites and 600 grown-ups in audience in the classroom In every round one student fights against one grown-up always a socialite and a grown-up from audience in change and both have to answer the questions which the teacher asks If both have the right answer then both win 2500 Euros for his account If only one has the right answer he wins 5000 Euros The other one has to sit down and gets the school-grade 6 US grade F If both give the wrong answer it happens the same sit down - 6 but they can save their money if his team has given the majority of right answers Then in case of the contestant has to sit down its the next team members turn But further there is also a joker to crib from another team member he takes his answer without the knowledge if this answer is right When all 20 questions are answered this team with the most money wins the match and both teams get their own gained money for their project
85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,_60 Minutes_ (1968) Back in 1975 six years after Judy Garlands death Mike Wallace sat down with daughters Liza Minnelli and Lorna Luft to learn about their mothers short troubled life Now 30 years after her death Wallace sits down with Minnelli and Luft again to talk about how their mothers life and death affected them as well as the comeback she is having today - with a generation that was not even born until after she died
86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_7 d_as al desnudo_ (2005) Jens going for her drivers license and Jude the only one with a valid permit to drive is giving her some tips At first shes timid but after training at the virtual driving game in the Arcade Jens a lean mean driving machine After Wyatt loses his lucky charm hes convinced hes doomed to a life of bad luck Caitlin sets out to prove to him that luck has nothing to do with your successes in life or does it Ask Jonesy who just got fired Again
87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_7 vidas_ (1999) Marta is the head reporter in a seroius magazine Unfortunately it is currently not selling as good as it should so Andrs the magazine owner decides to hire a new boss to run it and turn it into a low-quality but highly profitable sensationalistic magazine To Martas chagrin and indignation--she had expected to be offered the job herself--the amoral and unprincipled new boss is no less than her own husband
88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_704 Hauser_ (1994) Spanish sit-com where David awakes after being 18 years in a comma only to find his world completely changed Hell have to struggle not only in his search for identity but also with his neurotic sister Carlota his Marxist next-door neighbor Sole and her son Paco and Davids secret love interest and distant cousin Laura As the series evolved other characters joined the crew as some of the initial ones gradually disappeared among the new ones were the waiter Gonzalo who eventually married Carlota his promiscuous little sister Vero or Soles other son Flix
89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,_72 Hours_ True Crime_ (2003) Archie Bunker from All in the Family lived at 704 Hauser St in Queens NY Now the house is inhabited by an African-American family The two parents are typical working-class blue collar liberals The son is an arch-conservative who listens to Rush Limbaugh He also dates a Jewish girl from down the street Only 6 episodes of this series were made
90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,_77 Sunset Strip_ (1958) Fact The majority of crimes are solved within 72 hours of being committed Fact The final 72 hours of a victims life holds the key to the murderers identity Put these facts together and you have the premise for a 20-episode half-hour series that delves into the background of crimes based on Canadian police records Utilizing documentary- style dramatic recreations this series takes viewers into the world of forensic science and the amazing technologies and investigative techniques applied to crime solving
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,_7th Heaven_ (1996) Finding Hollywood more perilous than Folsom ex-con hires dynamic duo Jeff  Stu to riddle out precisely whos shooting at him Convicted robber Detterback chilled out in the cooler but the heat dont buy that hes doesnt know the assassin so Detterback goes almost batty His wife made it large as a fashion designer during the bad time he was hanging in the stately big house but is his Alice the greatest most loyal spouse  Or does she deserve something better than Detterback who might get it pow right in the kisser
92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,_8 Simple Rules___ for Dating My Teenage Daughter_ (2002) Eric has finally decided to tell the children about his heart condition He and Annie are flying to Scotland so Ruthie is frantic she doesnt want to return home but stay normal not a preachers kid Lucy plays the drama queen not to be told earlier and now refuses to listen now to Kevin who once again is caught from all sides T-Bone and the girls pretend to be scared and want to stay in Kevins house while the Camdens are away Kevin doesnt buy it indeed Jeane is hiding from her husband a boot-camp private she married only three weeks ago just for the benefits Margaret has bad news for T-Bone Sandy calls Lucy she was crazy to declare her love to co-student Daniel she now wants her babys dad Martin back
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,_8_50 to Paddington Green_ (1999) CJ asks the girls math teacher the Japanese Mrs Krupp out - and she accepts To everyones surprise their date goes well and they start seeing each other Then Cheryl turns up claiming that she missed CJ and suddenly he is in the most unlikely of situations having to choose between two women on a Valentines Day
94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,_87th Precinct_ (1961) Ross Kemp qv narrates this spin-off series about the everyday lives of two twelve year old girls Lia Saville and Dominique Moore first introduced in the documentary series Paddington Green 1999 qv who are seeking fame and fortune at the Sylvia Young Academy The academy is part school and part theatre booking agency and is well known for producing stars of film and television
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,_8th _ Ocean_ (2006) Manhattans 87th precinct forms the backdrop for this grim and gritty police drama based on the long-running series of novels by Ed McBain Storylines focus on neighborhood crime and the lives of the officers of the 87th and their families Steve Carella and his deafmute wife Teddy rookie Bert Kling long-time veteran Roger Havilland and the wryly philosophical Meyer Meyer
96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_8th Man_ (1965) Want to know what the high-stakes competitive world of modeling is really like Youre invited to drop by 8th  Ocean Deep in the heart of Miamis hot South Beach ten professional models live together in a beachfront apartment complex each trying to make their way in a glamorous yet very demanding industry From the fading star afraid her time has passed to the nave newbie testing her moral limits to the party boy searching for true love 8th  Ocean shows you the hard work and human drama behind the glossy fashion spreads
97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_9 to 5_ (1982) Animated series about an android super-hero He was the scientists eighth attempt at creating a super being hence the title In addition to the usual powers such as flying ray blasts etc he was also able to assume other identities by morphing
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,_90210_ (2008) Second television version of the film of the same title brings back Valerie Curtin and replaces Rita Moreno with Sally Struthers Along with Rachel Dennison the girls are now working for a new boss Based on the popular film of the same name This show follows three office workers Doralee Judy and Violet as they wage office warfare while trying not to jeopardize their careers against their obnoxious boss Mr Hart and his equally obnoxious sidekick Roz
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,_99 Most Amazing_ (2006) As West Beverly prepares itself for the annual prom Annie Adrianna Naomi and Silver go out shopping together for the right evening gown to wear and try to get all glamored up for the event by visiting a famous hair stylist A dateless Annie agrees to attend the event with the socially awkward Charlie who has a massive crush on her However when he realizes that Annie is only interested in being friends Charlie turns against Annie showing his true repressed psychopath colors to plot a cruel revenge Naomi attends the prom with Liam while she learns that Jen has emptied out her trust fund to support them living at Jens new house Meanwhile Dixon is nominated for prom king while Ethan learns that he has been accepted into lacrosse camp for the summer Also both Kelly and Harry take action to help Liam get on the right track while he continues to try to temp Annie to embrace her own dark side as he has with his own Ryan grows more closer towards Jen and he also ignores Kellys warnings that Jen is a devious sociopath seductress whom is using him for self interest At the prom Harry informs the students in attendance that any after-prom activities will be dealt with punishment while Navid provokes a fistfight with Ty when he reacts with indifference over the pregnant Adriannas unborn child which is in fact his When Silver learns that Dixon has nominated himself for prom king she decides to enter for prom queen as a write-in candidate and finally gets to speak her mind to the attendees
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,_A benn_nk _l_ m_tosz_ (2006) A family burns to death as victim of an accidental fire The media sells the story of a brutal crime Tavares allies himself with the criminal Abacate to punish the killers The other investigators have now to hinder that the murderers be killed as they try to guarantee the rule of law
